57,5
54,8
53,7
52,6
51,5
50,5
49,9
49,4
49,4
49,4
49,4
48,3
49,4
48,9
49,4
48,9
49,4
48,9
49,4
48,3
48,3
48,3
48,9
48,3
48,3
49,4
48,3
48,3
49,4
49,4
48,3
49,4
48,3
49,4
49,4
48,3
49,4
49,4
48,9
49,4
49,4
48,3
49,4
48,9
48,9
48,3
48,9
48,9
48,9
48,9
48,3
49,4
48,9
48,3
48,3
48,3
49,4
49,4
49,4
49,4
48,3
47,8
48,9
48,9
48,3
48,3
48,3
49,4
49,4
49,4
49,4
48,9
49,4
48,3
48,9
48,3
49,4
49,4
49,4
48,3
49,4
49,4
48,3
48,9
49,4
48,3
49,4
49,4
49,4
48,3
48,9
49,4
49,4
49,4
48,9
48,3
48,3
49,4
49,4
48,9
49,4
49,4
48,9
49,4
49,4
48,3
48,3
49,4
48,9
49,4
48,9
49,4
48,3
49,4
49,4
49,4
48,3
48,3
49,4
49,4
48,3
49,4
48,3
48,3
49,4
49,4
48,3
49,4
48,3
48,9
48,9
49,4
48,9
48,9
49,4
48,9
49,4
48,3
48,3
49,4
49,4
49,4
48,9
49,4
49,4
48,9
49,4
49,4
49,4
48,3
48,9
49,4
48,9
49,4
48,9
48,9
48,9
48,3
48,9
48,9
48,3
48,3
48,9
49,4
48,3
48,9
49,4
48,9
48,9
49,4
49,4
48,9
49,4
48,9
48,9
48,3
49,4
49,4
49,4
48,9
48,9
49,4
49,4
49,4
48,9
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
48,3
49,4
48,9
49,4
49,4
49,4
49,4
48,3
48,3
49,4
49,4
48,9
49,4
49,4
49,4
48,3
48,9
49,4
49,4
49,4
49,4
49,4
48,9
48,9
48,3
48,9
48,9
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
48,9
49,4
48,9
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
48,9
48,9
49,4
49,4
49,4
49,4
49,4
48,3
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
48,9
48,3
48,9
48,9
48,3
48,9
48,3
48,9
48,3
48,9
48,9
49,4
48,9
48,3
49,4
48,9
48,9
48,3
48,3
48,3
48,9
48,3
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
48,3
49,4
48,3
49,4
49,4
49,4
48,3
49,4
48,3
49,4
48,3
49,4
48,9
48,3
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
49,4
48,3
49,4
49,4
49,4
49,4
49,4
49,4
49,4
48,9
49,4
49,4
49,4
49,4
